"Observation station,""Year"",""Month"",""Day"",""Time [Local time]"",""Global radiation mean [W/m2]"""
"Juva Partala,""2023"",""3"",""5"",""07:00"",""0.4"""
"Juva Partala,""2023"",""3"",""5"",""08:00"",""18.8"""
"Juva Partala,""2023"",""3"",""5"",""09:00"",""140.1"""
"Juva Partala,""2023"",""3"",""5"",""10:00"",""359.2"""
"Juva Partala,""2023"",""3"",""5"",""11:00"",""197.6"""
"Juva Partala,""2023"",""3"",""5"",""12:00"",""268.7"""
"Juva Partala,""2023"",""3"",""5"",""13:00"",""436.1"""
"Juva Partala,""2023"",""3"",""5"",""14:00"",""206.7"""
"Juva Partala,""2023"",""3"",""5"",""15:00"",""280.3"""
"Juva Partala,""2023"",""3"",""5"",""16:00"",""123.6"""
"Juva Partala,""2023"",""3"",""5"",""17:00"",""53.3"""
"Juva Partala,""2023"",""3"",""5"",""18:00"",""5.5"""
"Juva Partala,""2023"",""3"",""5"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""5"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""5"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""5"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""5"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""07:00"",""0.8"""
"Juva Partala,""2023"",""3"",""6"",""08:00"",""21.9"""
"Juva Partala,""2023"",""3"",""6"",""09:00"",""57.1"""
"Juva Partala,""2023"",""3"",""6"",""10:00"",""103.4"""
"Juva Partala,""2023"",""3"",""6"",""11:00"",""205.7"""
"Juva Partala,""2023"",""3"",""6"",""12:00"",""304.7"""
"Juva Partala,""2023"",""3"",""6"",""13:00"",""342.1"""
"Juva Partala,""2023"",""3"",""6"",""14:00"",""182.3"""
"Juva Partala,""2023"",""3"",""6"",""15:00"",""125.2"""
"Juva Partala,""2023"",""3"",""6"",""16:00"",""92.9"""
"Juva Partala,""2023"",""3"",""6"",""17:00"",""37.5"""
"Juva Partala,""2023"",""3"",""6"",""18:00"",""5.8"""
"Juva Partala,""2023"",""3"",""6"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""6"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""07:00"",""1.4"""
"Juva Partala,""2023"",""3"",""7"",""08:00"",""36.4"""
"Juva Partala,""2023"",""3"",""7"",""09:00"",""143"""
"Juva Partala,""2023"",""3"",""7"",""10:00"",""355.3"""
"Juva Partala,""2023"",""3"",""7"",""11:00"",""473.2"""
"Juva Partala,""2023"",""3"",""7"",""12:00"",""482.6"""
"Juva Partala,""2023"",""3"",""7"",""13:00"",""446.1"""
"Juva Partala,""2023"",""3"",""7"",""14:00"",""348"""
"Juva Partala,""2023"",""3"",""7"",""15:00"",""306.5"""
"Juva Partala,""2023"",""3"",""7"",""16:00"",""206.5"""
"Juva Partala,""2023"",""3"",""7"",""17:00"",""97.4"""
"Juva Partala,""2023"",""3"",""7"",""18:00"",""8"""
"Juva Partala,""2023"",""3"",""7"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""7"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""05:00"",""0.1"""
"Juva Partala,""2023"",""3"",""8"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""07:00"",""1.7"""
"Juva Partala,""2023"",""3"",""8"",""08:00"",""32.2"""
"Juva Partala,""2023"",""3"",""8"",""09:00"",""139.6"""
"Juva Partala,""2023"",""3"",""8"",""10:00"",""205.3"""
"Juva Partala,""2023"",""3"",""8"",""11:00"",""255.5"""
"Juva Partala,""2023"",""3"",""8"",""12:00"",""163.9"""
"Juva Partala,""2023"",""3"",""8"",""13:00"",""147.6"""
"Juva Partala,""2023"",""3"",""8"",""14:00"",""150.8"""
"Juva Partala,""2023"",""3"",""8"",""15:00"",""129.4"""
"Juva Partala,""2023"",""3"",""8"",""16:00"",""120.3"""
"Juva Partala,""2023"",""3"",""8"",""17:00"",""47.8"""
"Juva Partala,""2023"",""3"",""8"",""18:00"",""13.5"""
"Juva Partala,""2023"",""3"",""8"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""8"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""07:00"",""1.7"""
"Juva Partala,""2023"",""3"",""9"",""08:00"",""52"""
"Juva Partala,""2023"",""3"",""9"",""09:00"",""215.5"""
"Juva Partala,""2023"",""3"",""9"",""10:00"",""316.8"""
"Juva Partala,""2023"",""3"",""9"",""11:00"",""382.6"""
"Juva Partala,""2023"",""3"",""9"",""12:00"",""442.3"""
"Juva Partala,""2023"",""3"",""9"",""13:00"",""447.5"""
"Juva Partala,""2023"",""3"",""9"",""14:00"",""409"""
"Juva Partala,""2023"",""3"",""9"",""15:00"",""333.4"""
"Juva Partala,""2023"",""3"",""9"",""16:00"",""228.4"""
"Juva Partala,""2023"",""3"",""9"",""17:00"",""107.7"""
"Juva Partala,""2023"",""3"",""9"",""18:00"",""10.9"""
"Juva Partala,""2023"",""3"",""9"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""9"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""07:00"",""2.2"""
"Juva Partala,""2023"",""3"",""10"",""08:00"",""20"""
"Juva Partala,""2023"",""3"",""10"",""09:00"",""67.3"""
"Juva Partala,""2023"",""3"",""10"",""10:00"",""86.2"""
"Juva Partala,""2023"",""3"",""10"",""11:00"",""131.1"""
"Juva Partala,""2023"",""3"",""10"",""12:00"",""272.6"""
"Juva Partala,""2023"",""3"",""10"",""13:00"",""379.5"""
"Juva Partala,""2023"",""3"",""10"",""14:00"",""245.5"""
"Juva Partala,""2023"",""3"",""10"",""15:00"",""169.6"""
"Juva Partala,""2023"",""3"",""10"",""16:00"",""114.1"""
"Juva Partala,""2023"",""3"",""10"",""17:00"",""96.3"""
"Juva Partala,""2023"",""3"",""10"",""18:00"",""13"""
"Juva Partala,""2023"",""3"",""10"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""10"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""07:00"",""4.6"""
"Juva Partala,""2023"",""3"",""11"",""08:00"",""71.7"""
"Juva Partala,""2023"",""3"",""11"",""09:00"",""218.3"""
"Juva Partala,""2023"",""3"",""11"",""10:00"",""381.6"""
"Juva Partala,""2023"",""3"",""11"",""11:00"",""493.6"""
"Juva Partala,""2023"",""3"",""11"",""12:00"",""461"""
"Juva Partala,""2023"",""3"",""11"",""13:00"",""457.8"""
"Juva Partala,""2023"",""3"",""11"",""14:00"",""331.8"""
"Juva Partala,""2023"",""3"",""11"",""15:00"",""196.6"""
"Juva Partala,""2023"",""3"",""11"",""16:00"",""116.1"""
"Juva Partala,""2023"",""3"",""11"",""17:00"",""52.9"""
"Juva Partala,""2023"",""3"",""11"",""18:00"",""8"""
"Juva Partala,""2023"",""3"",""11"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""11"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""07:00"",""1.8"""
"Juva Partala,""2023"",""3"",""12"",""08:00"",""37.2"""
"Juva Partala,""2023"",""3"",""12"",""09:00"",""102"""
"Juva Partala,""2023"",""3"",""12"",""10:00"",""161.4"""
"Juva Partala,""2023"",""3"",""12"",""11:00"",""268.3"""
"Juva Partala,""2023"",""3"",""12"",""12:00"",""285.5"""
"Juva Partala,""2023"",""3"",""12"",""13:00"",""320.5"""
"Juva Partala,""2023"",""3"",""12"",""14:00"",""293.3"""
"Juva Partala,""2023"",""3"",""12"",""15:00"",""181.4"""
"Juva Partala,""2023"",""3"",""12"",""16:00"",""255.3"""
"Juva Partala,""2023"",""3"",""12"",""17:00"",""116"""
"Juva Partala,""2023"",""3"",""12"",""18:00"",""16.1"""
"Juva Partala,""2023"",""3"",""12"",""19:00"",""0.1"""
"Juva Partala,""2023"",""3"",""12"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""12"",""22:00"",""0.2"""
"Juva Partala,""2023"",""3"",""12"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""07:00"",""8.1"""
"Juva Partala,""2023"",""3"",""13"",""08:00"",""44.4"""
"Juva Partala,""2023"",""3"",""13"",""09:00"",""279.1"""
"Juva Partala,""2023"",""3"",""13"",""10:00"",""369.7"""
"Juva Partala,""2023"",""3"",""13"",""11:00"",""429.5"""
"Juva Partala,""2023"",""3"",""13"",""12:00"",""478.1"""
"Juva Partala,""2023"",""3"",""13"",""13:00"",""484.4"""
"Juva Partala,""2023"",""3"",""13"",""14:00"",""444.3"""
"Juva Partala,""2023"",""3"",""13"",""15:00"",""366.6"""
"Juva Partala,""2023"",""3"",""13"",""16:00"",""258.6"""
"Juva Partala,""2023"",""3"",""13"",""17:00"",""89.9"""
"Juva Partala,""2023"",""3"",""13"",""18:00"",""21.3"""
"Juva Partala,""2023"",""3"",""13"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""13"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""07:00"",""1.6"""
"Juva Partala,""2023"",""3"",""14"",""08:00"",""21.8"""
"Juva Partala,""2023"",""3"",""14"",""09:00"",""80.9"""
"Juva Partala,""2023"",""3"",""14"",""10:00"",""105.7"""
"Juva Partala,""2023"",""3"",""14"",""11:00"",""104.8"""
"Juva Partala,""2023"",""3"",""14"",""12:00"",""133.7"""
"Juva Partala,""2023"",""3"",""14"",""13:00"",""105.6"""
"Juva Partala,""2023"",""3"",""14"",""14:00"",""154"""
"Juva Partala,""2023"",""3"",""14"",""15:00"",""153.3"""
"Juva Partala,""2023"",""3"",""14"",""16:00"",""71"""
"Juva Partala,""2023"",""3"",""14"",""17:00"",""52.5"""
"Juva Partala,""2023"",""3"",""14"",""18:00"",""13.7"""
"Juva Partala,""2023"",""3"",""14"",""19:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""14"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""07:00"",""2.7"""
"Juva Partala,""2023"",""3"",""15"",""08:00"",""23.5"""
"Juva Partala,""2023"",""3"",""15"",""09:00"",""44"""
"Juva Partala,""2023"",""3"",""15"",""10:00"",""82.7"""
"Juva Partala,""2023"",""3"",""15"",""11:00"",""97.4"""
"Juva Partala,""2023"",""3"",""15"",""12:00"",""93.2"""
"Juva Partala,""2023"",""3"",""15"",""13:00"",""213.5"""
"Juva Partala,""2023"",""3"",""15"",""14:00"",""237.4"""
"Juva Partala,""2023"",""3"",""15"",""15:00"",""382.4"""
"Juva Partala,""2023"",""3"",""15"",""16:00"",""271.4"""
"Juva Partala,""2023"",""3"",""15"",""17:00"",""106.3"""
"Juva Partala,""2023"",""3"",""15"",""18:00"",""24.1"""
"Juva Partala,""2023"",""3"",""15"",""19:00"",""0.3"""
"Juva Partala,""2023"",""3"",""15"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""15"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""07:00"",""9.4"""
"Juva Partala,""2023"",""3"",""16"",""08:00"",""86.8"""
"Juva Partala,""2023"",""3"",""16"",""09:00"",""245"""
"Juva Partala,""2023"",""3"",""16"",""10:00"",""359.6"""
"Juva Partala,""2023"",""3"",""16"",""11:00"",""444.6"""
"Juva Partala,""2023"",""3"",""16"",""12:00"",""487.1"""
"Juva Partala,""2023"",""3"",""16"",""13:00"",""430.4"""
"Juva Partala,""2023"",""3"",""16"",""14:00"",""456.1"""
"Juva Partala,""2023"",""3"",""16"",""15:00"",""387.4"""
"Juva Partala,""2023"",""3"",""16"",""16:00"",""233.2"""
"Juva Partala,""2023"",""3"",""16"",""17:00"",""135.6"""
"Juva Partala,""2023"",""3"",""16"",""18:00"",""26.4"""
"Juva Partala,""2023"",""3"",""16"",""19:00"",""0.6"""
"Juva Partala,""2023"",""3"",""16"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""16"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""07:00"",""11.2"""
"Juva Partala,""2023"",""3"",""17"",""08:00"",""114.7"""
"Juva Partala,""2023"",""3"",""17"",""09:00"",""306.4"""
"Juva Partala,""2023"",""3"",""17"",""10:00"",""390.9"""
"Juva Partala,""2023"",""3"",""17"",""11:00"",""445.5"""
"Juva Partala,""2023"",""3"",""17"",""12:00"",""501.3"""
"Juva Partala,""2023"",""3"",""17"",""13:00"",""505"""
"Juva Partala,""2023"",""3"",""17"",""14:00"",""453.3"""
"Juva Partala,""2023"",""3"",""17"",""15:00"",""376.5"""
"Juva Partala,""2023"",""3"",""17"",""16:00"",""239.8"""
"Juva Partala,""2023"",""3"",""17"",""17:00"",""63.9"""
"Juva Partala,""2023"",""3"",""17"",""18:00"",""30.8"""
"Juva Partala,""2023"",""3"",""17"",""19:00"",""1.2"""
"Juva Partala,""2023"",""3"",""17"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""17"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""07:00"",""4.9"""
"Juva Partala,""2023"",""3"",""18"",""08:00"",""41.3"""
"Juva Partala,""2023"",""3"",""18"",""09:00"",""77.4"""
"Juva Partala,""2023"",""3"",""18"",""10:00"",""79.5"""
"Juva Partala,""2023"",""3"",""18"",""11:00"",""108.5"""
"Juva Partala,""2023"",""3"",""18"",""12:00"",""140.6"""
"Juva Partala,""2023"",""3"",""18"",""13:00"",""184.9"""
"Juva Partala,""2023"",""3"",""18"",""14:00"",""142.4"""
"Juva Partala,""2023"",""3"",""18"",""15:00"",""122.9"""
"Juva Partala,""2023"",""3"",""18"",""16:00"",""102"""
"Juva Partala,""2023"",""3"",""18"",""17:00"",""35.4"""
"Juva Partala,""2023"",""3"",""18"",""18:00"",""11.3"""
"Juva Partala,""2023"",""3"",""18"",""19:00"",""0.1"""
"Juva Partala,""2023"",""3"",""18"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""18"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""06:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""07:00"",""5"""
"Juva Partala,""2023"",""3"",""19"",""08:00"",""21.3"""
"Juva Partala,""2023"",""3"",""19"",""09:00"",""46"""
"Juva Partala,""2023"",""3"",""19"",""10:00"",""78"""
"Juva Partala,""2023"",""3"",""19"",""11:00"",""89.4"""
"Juva Partala,""2023"",""3"",""19"",""12:00"",""70.4"""
"Juva Partala,""2023"",""3"",""19"",""13:00"",""65.9"""
"Juva Partala,""2023"",""3"",""19"",""14:00"",""119.4"""
"Juva Partala,""2023"",""3"",""19"",""15:00"",""82.8"""
"Juva Partala,""2023"",""3"",""19"",""16:00"",""51.4"""
"Juva Partala,""2023"",""3"",""19"",""17:00"",""27.4"""
"Juva Partala,""2023"",""3"",""19"",""18:00"",""10"""
"Juva Partala,""2023"",""3"",""19"",""19:00"",""0.8"""
"Juva Partala,""2023"",""3"",""19"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""19"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""06:00"",""0.1"""
"Juva Partala,""2023"",""3"",""20"",""07:00"",""27.2"""
"Juva Partala,""2023"",""3"",""20"",""08:00"",""79.9"""
"Juva Partala,""2023"",""3"",""20"",""09:00"",""142"""
"Juva Partala,""2023"",""3"",""20"",""10:00"",""122.5"""
"Juva Partala,""2023"",""3"",""20"",""11:00"",""115.3"""
"Juva Partala,""2023"",""3"",""20"",""12:00"",""152.8"""
"Juva Partala,""2023"",""3"",""20"",""13:00"",""191.8"""
"Juva Partala,""2023"",""3"",""20"",""14:00"",""151"""
"Juva Partala,""2023"",""3"",""20"",""15:00"",""65.4"""
"Juva Partala,""2023"",""3"",""20"",""16:00"",""42.2"""
"Juva Partala,""2023"",""3"",""20"",""17:00"",""29.4"""
"Juva Partala,""2023"",""3"",""20"",""18:00"",""8.1"""
"Juva Partala,""2023"",""3"",""20"",""19:00"",""0.1"""
"Juva Partala,""2023"",""3"",""20"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""20"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""06:00"",""0.2"""
"Juva Partala,""2023"",""3"",""21"",""07:00"",""20.7"""
"Juva Partala,""2023"",""3"",""21"",""08:00"",""189.4"""
"Juva Partala,""2023"",""3"",""21"",""09:00"",""398.7"""
"Juva Partala,""2023"",""3"",""21"",""10:00"",""576.7"""
"Juva Partala,""2023"",""3"",""21"",""11:00"",""597"""
"Juva Partala,""2023"",""3"",""21"",""12:00"",""529.8"""
"Juva Partala,""2023"",""3"",""21"",""13:00"",""512.1"""
"Juva Partala,""2023"",""3"",""21"",""14:00"",""419.6"""
"Juva Partala,""2023"",""3"",""21"",""15:00"",""301.9"""
"Juva Partala,""2023"",""3"",""21"",""16:00"",""196.9"""
"Juva Partala,""2023"",""3"",""21"",""17:00"",""148.4"""
"Juva Partala,""2023"",""3"",""21"",""18:00"",""31.2"""
"Juva Partala,""2023"",""3"",""21"",""19:00"",""1.5"""
"Juva Partala,""2023"",""3"",""21"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""21:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""22:00"",""0"""
"Juva Partala,""2023"",""3"",""21"",""23:00"",""0"""
"Juva Partala,""2023"",""3"",""22"",""00:00"",""0"""
"Juva Partala,""2023"",""3"",""22"",""01:00"",""0"""
"Juva Partala,""2023"",""3"",""22"",""02:00"",""0"""
"Juva Partala,""2023"",""3"",""22"",""03:00"",""0"""
"Juva Partala,""2023"",""3"",""22"",""04:00"",""0"""
"Juva Partala,""2023"",""3"",""22"",""05:00"",""0"""
"Juva Partala,""2023"",""3"",""22"",""06:00"",""0.3"""
"Juva Partala,""2023"",""3"",""22"",""07:00"",""19.1"""
"Juva Partala,""2023"",""3"",""22"",""08:00"",""54.7"""
"Juva Partala,""2023"",""3"",""22"",""09:00"",""78.1"""
"Juva Partala,""2023"",""3"",""22"",""10:00"",""127.7"""
"Juva Partala,""2023"",""3"",""22"",""11:00"",""131.6"""
"Juva Partala,""2023"",""3"",""22"",""12:00"",""175.7"""
"Juva Partala,""2023"",""3"",""22"",""13:00"",""241.5"""
"Juva Partala,""2023"",""3"",""22"",""14:00"",""168.5"""
"Juva Partala,""2023"",""3"",""22"",""15:00"",""131.4"""
"Juva Partala,""2023"",""3"",""22"",""16:00"",""74.4"""
"Juva Partala,""2023"",""3"",""22"",""17:00"",""29.4"""
"Juva Partala,""2023"",""3"",""22"",""18:00"",""26.5"""
"Juva Partala,""2023"",""3"",""22"",""19:00"",""1"""
"Juva Partala,""2023"",""3"",""22"",""20:00"",""0"""
"Juva Partala,""2023"",""3"",""22"",""21:00"",""0"""
