"Observation station,""Year"",""Month"",""Day"",""Time [Local time]"",""Global radiation mean [W/m2]"""
"Juva Partala,""2023"",""7"",""23"",""15:00"",""528.9"""
"Juva Partala,""2023"",""7"",""23"",""16:00"",""531.3"""
"Juva Partala,""2023"",""7"",""23"",""17:00"",""339.8"""
"Juva Partala,""2023"",""7"",""23"",""18:00"",""190.4"""
"Juva Partala,""2023"",""7"",""23"",""19:00"",""48.1"""
"Juva Partala,""2023"",""7"",""23"",""20:00"",""138.4"""
"Juva Partala,""2023"",""7"",""23"",""21:00"",""32.1"""
"Juva Partala,""2023"",""7"",""23"",""22:00"",""11.5"""
"Juva Partala,""2023"",""7"",""23"",""23:00"",""0.4"""
"Juva Partala,""2023"",""7"",""24"",""00:00"",""0"""
"Juva Partala,""2023"",""7"",""24"",""01:00"",""0"""
"Juva Partala,""2023"",""7"",""24"",""02:00"",""0"""
"Juva Partala,""2023"",""7"",""24"",""03:00"",""0"""
"Juva Partala,""2023"",""7"",""24"",""04:00"",""0"""
"Juva Partala,""2023"",""7"",""24"",""05:00"",""7.4"""
"Juva Partala,""2023"",""7"",""24"",""06:00"",""19.5"""
"Juva Partala,""2023"",""7"",""24"",""07:00"",""59.5"""
"Juva Partala,""2023"",""7"",""24"",""08:00"",""135.1"""
"Juva Partala,""2023"",""7"",""24"",""09:00"",""158.8"""
"Juva Partala,""2023"",""7"",""24"",""10:00"",""217.5"""
"Juva Partala,""2023"",""7"",""24"",""11:00"",""230.7"""
"Juva Partala,""2023"",""7"",""24"",""12:00"",""244"""
"Juva Partala,""2023"",""7"",""24"",""13:00"",""236.5"""
"Juva Partala,""2023"",""7"",""24"",""14:00"",""207.7"""
"Juva Partala,""2023"",""7"",""24"",""15:00"",""246.8"""
"Juva Partala,""2023"",""7"",""24"",""16:00"",""123"""
"Juva Partala,""2023"",""7"",""24"",""17:00"",""148.9"""
"Juva Partala,""2023"",""7"",""24"",""18:00"",""139.4"""
"Juva Partala,""2023"",""7"",""24"",""19:00"",""70.7"""
"Juva Partala,""2023"",""7"",""24"",""20:00"",""40.3"""
"Juva Partala,""2023"",""7"",""24"",""21:00"",""33.7"""
"Juva Partala,""2023"",""7"",""24"",""22:00"",""9"""
"Juva Partala,""2023"",""7"",""24"",""23:00"",""0.1"""
"Juva Partala,""2023"",""7"",""25"",""00:00"",""0"""
"Juva Partala,""2023"",""7"",""25"",""01:00"",""0"""
"Juva Partala,""2023"",""7"",""25"",""02:00"",""0"""
"Juva Partala,""2023"",""7"",""25"",""03:00"",""0"""
"Juva Partala,""2023"",""7"",""25"",""04:00"",""0"""
"Juva Partala,""2023"",""7"",""25"",""05:00"",""3.7"""
"Juva Partala,""2023"",""7"",""25"",""06:00"",""36"""
"Juva Partala,""2023"",""7"",""25"",""07:00"",""78.8"""
"Juva Partala,""2023"",""7"",""25"",""08:00"",""137.7"""
"Juva Partala,""2023"",""7"",""25"",""09:00"",""206.3"""
"Juva Partala,""2023"",""7"",""25"",""10:00"",""260.6"""
"Juva Partala,""2023"",""7"",""25"",""11:00"",""349.5"""
"Juva Partala,""2023"",""7"",""25"",""12:00"",""301.9"""
"Juva Partala,""2023"",""7"",""25"",""13:00"",""668.1"""
"Juva Partala,""2023"",""7"",""25"",""14:00"",""440"""
"Juva Partala,""2023"",""7"",""25"",""15:00"",""411"""
"Juva Partala,""2023"",""7"",""25"",""16:00"",""639"""
"Juva Partala,""2023"",""7"",""25"",""17:00"",""260.2"""
"Juva Partala,""2023"",""7"",""25"",""18:00"",""135.3"""
"Juva Partala,""2023"",""7"",""25"",""19:00"",""36.7"""
"Juva Partala,""2023"",""7"",""25"",""20:00"",""38.1"""
"Juva Partala,""2023"",""7"",""25"",""21:00"",""65.6"""
"Juva Partala,""2023"",""7"",""25"",""22:00"",""20.7"""
"Juva Partala,""2023"",""7"",""25"",""23:00"",""0.5"""
"Juva Partala,""2023"",""7"",""26"",""00:00"",""0"""
"Juva Partala,""2023"",""7"",""26"",""01:00"",""0"""
"Juva Partala,""2023"",""7"",""26"",""02:00"",""0"""
"Juva Partala,""2023"",""7"",""26"",""03:00"",""0"""
"Juva Partala,""2023"",""7"",""26"",""04:00"",""0"""
"Juva Partala,""2023"",""7"",""26"",""05:00"",""5.8"""
"Juva Partala,""2023"",""7"",""26"",""06:00"",""36.4"""
"Juva Partala,""2023"",""7"",""26"",""07:00"",""82.9"""
"Juva Partala,""2023"",""7"",""26"",""08:00"",""145.4"""
"Juva Partala,""2023"",""7"",""26"",""09:00"",""213.5"""
"Juva Partala,""2023"",""7"",""26"",""10:00"",""305.2"""
"Juva Partala,""2023"",""7"",""26"",""11:00"",""324.2"""
"Juva Partala,""2023"",""7"",""26"",""12:00"",""397.9"""
"Juva Partala,""2023"",""7"",""26"",""13:00"",""449.3"""
"Juva Partala,""2023"",""7"",""26"",""14:00"",""537.8"""
"Juva Partala,""2023"",""7"",""26"",""15:00"",""336.9"""
"Juva Partala,""2023"",""7"",""26"",""16:00"",""354.8"""
"Juva Partala,""2023"",""7"",""26"",""17:00"",""239.5"""
"Juva Partala,""2023"",""7"",""26"",""18:00"",""222.6"""
"Juva Partala,""2023"",""7"",""26"",""19:00"",""141.2"""
"Juva Partala,""2023"",""7"",""26"",""20:00"",""110"""
"Juva Partala,""2023"",""7"",""26"",""21:00"",""55.4"""
"Juva Partala,""2023"",""7"",""26"",""22:00"",""14.5"""
"Juva Partala,""2023"",""7"",""26"",""23:00"",""0.7"""
"Juva Partala,""2023"",""7"",""27"",""00:00"",""0"""
"Juva Partala,""2023"",""7"",""27"",""01:00"",""0"""
"Juva Partala,""2023"",""7"",""27"",""02:00"",""0"""
"Juva Partala,""2023"",""7"",""27"",""03:00"",""0"""
"Juva Partala,""2023"",""7"",""27"",""04:00"",""0.1"""
"Juva Partala,""2023"",""7"",""27"",""05:00"",""5.9"""
"Juva Partala,""2023"",""7"",""27"",""06:00"",""19.5"""
"Juva Partala,""2023"",""7"",""27"",""07:00"",""137.9"""
"Juva Partala,""2023"",""7"",""27"",""08:00"",""243.8"""
"Juva Partala,""2023"",""7"",""27"",""09:00"",""247.6"""
"Juva Partala,""2023"",""7"",""27"",""10:00"",""249.1"""
"Juva Partala,""2023"",""7"",""27"",""11:00"",""307.3"""
"Juva Partala,""2023"",""7"",""27"",""12:00"",""348.7"""
"Juva Partala,""2023"",""7"",""27"",""13:00"",""619.1"""
"Juva Partala,""2023"",""7"",""27"",""14:00"",""165.2"""
"Juva Partala,""2023"",""7"",""27"",""15:00"",""284.6"""
"Juva Partala,""2023"",""7"",""27"",""16:00"",""521.3"""
"Juva Partala,""2023"",""7"",""27"",""17:00"",""383.5"""
"Juva Partala,""2023"",""7"",""27"",""18:00"",""178.5"""
"Juva Partala,""2023"",""7"",""27"",""19:00"",""155"""
"Juva Partala,""2023"",""7"",""27"",""20:00"",""93"""
"Juva Partala,""2023"",""7"",""27"",""21:00"",""28.8"""
"Juva Partala,""2023"",""7"",""27"",""22:00"",""8.2"""
"Juva Partala,""2023"",""7"",""27"",""23:00"",""0.1"""
"Juva Partala,""2023"",""7"",""28"",""00:00"",""0"""
"Juva Partala,""2023"",""7"",""28"",""01:00"",""0"""
"Juva Partala,""2023"",""7"",""28"",""02:00"",""0"""
"Juva Partala,""2023"",""7"",""28"",""03:00"",""0"""
"Juva Partala,""2023"",""7"",""28"",""04:00"",""0"""
"Juva Partala,""2023"",""7"",""28"",""05:00"",""0.7"""
"Juva Partala,""2023"",""7"",""28"",""06:00"",""10"""
"Juva Partala,""2023"",""7"",""28"",""07:00"",""6.3"""
"Juva Partala,""2023"",""7"",""28"",""08:00"",""34"""
"Juva Partala,""2023"",""7"",""28"",""09:00"",""58.6"""
"Juva Partala,""2023"",""7"",""28"",""10:00"",""47.1"""
"Juva Partala,""2023"",""7"",""28"",""11:00"",""102.5"""
"Juva Partala,""2023"",""7"",""28"",""12:00"",""106.2"""
"Juva Partala,""2023"",""7"",""28"",""13:00"",""140.7"""
"Juva Partala,""2023"",""7"",""28"",""14:00"",""86.6"""
"Juva Partala,""2023"",""7"",""28"",""15:00"",""99.1"""
"Juva Partala,""2023"",""7"",""28"",""16:00"",""69.8"""
"Juva Partala,""2023"",""7"",""28"",""17:00"",""76.5"""
"Juva Partala,""2023"",""7"",""28"",""18:00"",""36.3"""
"Juva Partala,""2023"",""7"",""28"",""19:00"",""42.9"""
"Juva Partala,""2023"",""7"",""28"",""20:00"",""24.6"""
"Juva Partala,""2023"",""7"",""28"",""21:00"",""22.9"""
"Juva Partala,""2023"",""7"",""28"",""22:00"",""5.2"""
"Juva Partala,""2023"",""7"",""28"",""23:00"",""0"""
"Juva Partala,""2023"",""7"",""29"",""00:00"",""0"""
"Juva Partala,""2023"",""7"",""29"",""01:00"",""0"""
"Juva Partala,""2023"",""7"",""29"",""02:00"",""0"""
"Juva Partala,""2023"",""7"",""29"",""03:00"",""0"""
"Juva Partala,""2023"",""7"",""29"",""04:00"",""0"""
"Juva Partala,""2023"",""7"",""29"",""05:00"",""2.9"""
"Juva Partala,""2023"",""7"",""29"",""06:00"",""30.4"""
"Juva Partala,""2023"",""7"",""29"",""07:00"",""177"""
"Juva Partala,""2023"",""7"",""29"",""08:00"",""256.7"""
"Juva Partala,""2023"",""7"",""29"",""09:00"",""342.6"""
"Juva Partala,""2023"",""7"",""29"",""10:00"",""532"""
"Juva Partala,""2023"",""7"",""29"",""11:00"",""445.2"""
"Juva Partala,""2023"",""7"",""29"",""12:00"",""493.9"""
"Juva Partala,""2023"",""7"",""29"",""13:00"",""39.1"""
"Juva Partala,""2023"",""7"",""29"",""14:00"",""108.4"""
"Juva Partala,""2023"",""7"",""29"",""15:00"",""170.6"""
"Juva Partala,""2023"",""7"",""29"",""16:00"",""349.8"""
"Juva Partala,""2023"",""7"",""29"",""17:00"",""129"""
"Juva Partala,""2023"",""7"",""29"",""18:00"",""88"""
"Juva Partala,""2023"",""7"",""29"",""19:00"",""111.8"""
"Juva Partala,""2023"",""7"",""29"",""20:00"",""69.5"""
"Juva Partala,""2023"",""7"",""29"",""21:00"",""26.3"""
"Juva Partala,""2023"",""7"",""29"",""22:00"",""2.7"""
"Juva Partala,""2023"",""7"",""29"",""23:00"",""0.1"""
"Juva Partala,""2023"",""7"",""30"",""00:00"",""0"""
"Juva Partala,""2023"",""7"",""30"",""01:00"",""0"""
"Juva Partala,""2023"",""7"",""30"",""02:00"",""0"""
"Juva Partala,""2023"",""7"",""30"",""03:00"",""0"""
"Juva Partala,""2023"",""7"",""30"",""04:00"",""0"""
"Juva Partala,""2023"",""7"",""30"",""05:00"",""2.7"""
"Juva Partala,""2023"",""7"",""30"",""06:00"",""8.6"""
"Juva Partala,""2023"",""7"",""30"",""07:00"",""43.8"""
"Juva Partala,""2023"",""7"",""30"",""08:00"",""115.2"""
"Juva Partala,""2023"",""7"",""30"",""09:00"",""171.8"""
"Juva Partala,""2023"",""7"",""30"",""10:00"",""295.2"""
"Juva Partala,""2023"",""7"",""30"",""11:00"",""680.9"""
"Juva Partala,""2023"",""7"",""30"",""12:00"",""563.1"""
"Juva Partala,""2023"",""7"",""30"",""13:00"",""606.4"""
"Juva Partala,""2023"",""7"",""30"",""14:00"",""809"""
"Juva Partala,""2023"",""7"",""30"",""15:00"",""742.2"""
"Juva Partala,""2023"",""7"",""30"",""16:00"",""681.1"""
"Juva Partala,""2023"",""7"",""30"",""17:00"",""392.4"""
"Juva Partala,""2023"",""7"",""30"",""18:00"",""375.5"""
"Juva Partala,""2023"",""7"",""30"",""19:00"",""317.7"""
"Juva Partala,""2023"",""7"",""30"",""20:00"",""138.7"""
"Juva Partala,""2023"",""7"",""30"",""21:00"",""69.8"""
"Juva Partala,""2023"",""7"",""30"",""22:00"",""10.1"""
"Juva Partala,""2023"",""7"",""30"",""23:00"",""0.1"""
"Juva Partala,""2023"",""7"",""31"",""00:00"",""0"""
"Juva Partala,""2023"",""7"",""31"",""01:00"",""0"""
"Juva Partala,""2023"",""7"",""31"",""02:00"",""0"""
"Juva Partala,""2023"",""7"",""31"",""03:00"",""0"""
"Juva Partala,""2023"",""7"",""31"",""04:00"",""0"""
"Juva Partala,""2023"",""7"",""31"",""05:00"",""7"""
"Juva Partala,""2023"",""7"",""31"",""06:00"",""58.4"""
"Juva Partala,""2023"",""7"",""31"",""07:00"",""82.2"""
"Juva Partala,""2023"",""7"",""31"",""08:00"",""103.1"""
"Juva Partala,""2023"",""7"",""31"",""09:00"",""269.6"""
"Juva Partala,""2023"",""7"",""31"",""10:00"",""438.8"""
"Juva Partala,""2023"",""7"",""31"",""11:00"",""389.8"""
"Juva Partala,""2023"",""7"",""31"",""12:00"",""411.4"""
"Juva Partala,""2023"",""7"",""31"",""13:00"",""235.5"""
"Juva Partala,""2023"",""7"",""31"",""14:00"",""306.4"""
"Juva Partala,""2023"",""7"",""31"",""15:00"",""400"""
"Juva Partala,""2023"",""7"",""31"",""16:00"",""639.7"""
"Juva Partala,""2023"",""7"",""31"",""17:00"",""502.4"""
"Juva Partala,""2023"",""7"",""31"",""18:00"",""211.7"""
"Juva Partala,""2023"",""7"",""31"",""19:00"",""119.2"""
"Juva Partala,""2023"",""7"",""31"",""20:00"",""145.9"""
"Juva Partala,""2023"",""7"",""31"",""21:00"",""39.8"""
"Juva Partala,""2023"",""7"",""31"",""22:00"",""8.2"""
"Juva Partala,""2023"",""7"",""31"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""1"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""1"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""1"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""1"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""1"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""1"",""05:00"",""4.6"""
"Juva Partala,""2023"",""8"",""1"",""06:00"",""39.1"""
"Juva Partala,""2023"",""8"",""1"",""07:00"",""187.7"""
"Juva Partala,""2023"",""8"",""1"",""08:00"",""241.1"""
"Juva Partala,""2023"",""8"",""1"",""09:00"",""275.3"""
"Juva Partala,""2023"",""8"",""1"",""10:00"",""382.8"""
"Juva Partala,""2023"",""8"",""1"",""11:00"",""474.7"""
"Juva Partala,""2023"",""8"",""1"",""12:00"",""666.5"""
"Juva Partala,""2023"",""8"",""1"",""13:00"",""466.7"""
"Juva Partala,""2023"",""8"",""1"",""14:00"",""462"""
"Juva Partala,""2023"",""8"",""1"",""15:00"",""403.4"""
"Juva Partala,""2023"",""8"",""1"",""16:00"",""370.7"""
"Juva Partala,""2023"",""8"",""1"",""17:00"",""490.6"""
"Juva Partala,""2023"",""8"",""1"",""18:00"",""410.7"""
"Juva Partala,""2023"",""8"",""1"",""19:00"",""265.4"""
"Juva Partala,""2023"",""8"",""1"",""20:00"",""132.4"""
"Juva Partala,""2023"",""8"",""1"",""21:00"",""43.8"""
"Juva Partala,""2023"",""8"",""1"",""22:00"",""8.4"""
"Juva Partala,""2023"",""8"",""1"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""2"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""2"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""2"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""2"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""2"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""2"",""05:00"",""5.5"""
"Juva Partala,""2023"",""8"",""2"",""06:00"",""18.8"""
"Juva Partala,""2023"",""8"",""2"",""07:00"",""153.1"""
"Juva Partala,""2023"",""8"",""2"",""08:00"",""170"""
"Juva Partala,""2023"",""8"",""2"",""09:00"",""184.4"""
"Juva Partala,""2023"",""8"",""2"",""10:00"",""325.2"""
"Juva Partala,""2023"",""8"",""2"",""11:00"",""371.3"""
"Juva Partala,""2023"",""8"",""2"",""12:00"",""307.7"""
"Juva Partala,""2023"",""8"",""2"",""13:00"",""155.5"""
"Juva Partala,""2023"",""8"",""2"",""14:00"",""514"""
"Juva Partala,""2023"",""8"",""2"",""15:00"",""464.1"""
"Juva Partala,""2023"",""8"",""2"",""16:00"",""245.2"""
"Juva Partala,""2023"",""8"",""2"",""17:00"",""184.5"""
"Juva Partala,""2023"",""8"",""2"",""18:00"",""70.4"""
"Juva Partala,""2023"",""8"",""2"",""19:00"",""89.9"""
"Juva Partala,""2023"",""8"",""2"",""20:00"",""61"""
"Juva Partala,""2023"",""8"",""2"",""21:00"",""25.7"""
"Juva Partala,""2023"",""8"",""2"",""22:00"",""5.1"""
"Juva Partala,""2023"",""8"",""2"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""3"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""3"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""3"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""3"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""3"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""3"",""05:00"",""0.2"""
"Juva Partala,""2023"",""8"",""3"",""06:00"",""11.2"""
"Juva Partala,""2023"",""8"",""3"",""07:00"",""45"""
"Juva Partala,""2023"",""8"",""3"",""08:00"",""43.8"""
"Juva Partala,""2023"",""8"",""3"",""09:00"",""151.4"""
"Juva Partala,""2023"",""8"",""3"",""10:00"",""289.8"""
"Juva Partala,""2023"",""8"",""3"",""11:00"",""469.6"""
"Juva Partala,""2023"",""8"",""3"",""12:00"",""456.9"""
"Juva Partala,""2023"",""8"",""3"",""13:00"",""788.6"""
"Juva Partala,""2023"",""8"",""3"",""14:00"",""585.9"""
"Juva Partala,""2023"",""8"",""3"",""15:00"",""520.4"""
"Juva Partala,""2023"",""8"",""3"",""16:00"",""273"""
"Juva Partala,""2023"",""8"",""3"",""17:00"",""213.2"""
"Juva Partala,""2023"",""8"",""3"",""18:00"",""182.5"""
"Juva Partala,""2023"",""8"",""3"",""19:00"",""78.5"""
"Juva Partala,""2023"",""8"",""3"",""20:00"",""59.2"""
"Juva Partala,""2023"",""8"",""3"",""21:00"",""16.5"""
"Juva Partala,""2023"",""8"",""3"",""22:00"",""3.5"""
"Juva Partala,""2023"",""8"",""3"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""4"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""4"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""4"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""4"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""4"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""4"",""05:00"",""0.4"""
"Juva Partala,""2023"",""8"",""4"",""06:00"",""13.1"""
"Juva Partala,""2023"",""8"",""4"",""07:00"",""71"""
"Juva Partala,""2023"",""8"",""4"",""08:00"",""69.1"""
"Juva Partala,""2023"",""8"",""4"",""09:00"",""230"""
"Juva Partala,""2023"",""8"",""4"",""10:00"",""296.1"""
"Juva Partala,""2023"",""8"",""4"",""11:00"",""322.8"""
"Juva Partala,""2023"",""8"",""4"",""12:00"",""327.2"""
"Juva Partala,""2023"",""8"",""4"",""13:00"",""670.8"""
"Juva Partala,""2023"",""8"",""4"",""14:00"",""458.6"""
"Juva Partala,""2023"",""8"",""4"",""15:00"",""293.7"""
"Juva Partala,""2023"",""8"",""4"",""16:00"",""482.8"""
"Juva Partala,""2023"",""8"",""4"",""17:00"",""431.1"""
"Juva Partala,""2023"",""8"",""4"",""18:00"",""263.3"""
"Juva Partala,""2023"",""8"",""4"",""19:00"",""111.8"""
"Juva Partala,""2023"",""8"",""4"",""20:00"",""132"""
"Juva Partala,""2023"",""8"",""4"",""21:00"",""21.4"""
"Juva Partala,""2023"",""8"",""4"",""22:00"",""2.7"""
"Juva Partala,""2023"",""8"",""4"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""5"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""5"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""5"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""5"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""5"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""5"",""05:00"",""0.3"""
"Juva Partala,""2023"",""8"",""5"",""06:00"",""14.1"""
"Juva Partala,""2023"",""8"",""5"",""07:00"",""45.2"""
"Juva Partala,""2023"",""8"",""5"",""08:00"",""71.9"""
"Juva Partala,""2023"",""8"",""5"",""09:00"",""338.3"""
"Juva Partala,""2023"",""8"",""5"",""10:00"",""269.2"""
"Juva Partala,""2023"",""8"",""5"",""11:00"",""259.6"""
"Juva Partala,""2023"",""8"",""5"",""12:00"",""309.2"""
"Juva Partala,""2023"",""8"",""5"",""13:00"",""218.7"""
"Juva Partala,""2023"",""8"",""5"",""14:00"",""257.7"""
"Juva Partala,""2023"",""8"",""5"",""15:00"",""407.4"""
"Juva Partala,""2023"",""8"",""5"",""16:00"",""479.6"""
"Juva Partala,""2023"",""8"",""5"",""17:00"",""368.3"""
"Juva Partala,""2023"",""8"",""5"",""18:00"",""336.8"""
"Juva Partala,""2023"",""8"",""5"",""19:00"",""233.3"""
"Juva Partala,""2023"",""8"",""5"",""20:00"",""124.6"""
"Juva Partala,""2023"",""8"",""5"",""21:00"",""41.9"""
"Juva Partala,""2023"",""8"",""5"",""22:00"",""13.3"""
"Juva Partala,""2023"",""8"",""5"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""6"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""6"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""6"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""6"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""6"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""6"",""05:00"",""3.7"""
"Juva Partala,""2023"",""8"",""6"",""06:00"",""40.7"""
"Juva Partala,""2023"",""8"",""6"",""07:00"",""103.1"""
"Juva Partala,""2023"",""8"",""6"",""08:00"",""173"""
"Juva Partala,""2023"",""8"",""6"",""09:00"",""180"""
"Juva Partala,""2023"",""8"",""6"",""10:00"",""501.7"""
"Juva Partala,""2023"",""8"",""6"",""11:00"",""554.6"""
"Juva Partala,""2023"",""8"",""6"",""12:00"",""383.3"""
"Juva Partala,""2023"",""8"",""6"",""13:00"",""487.4"""
"Juva Partala,""2023"",""8"",""6"",""14:00"",""401.6"""
"Juva Partala,""2023"",""8"",""6"",""15:00"",""480.4"""
"Juva Partala,""2023"",""8"",""6"",""16:00"",""295"""
"Juva Partala,""2023"",""8"",""6"",""17:00"",""450.8"""
"Juva Partala,""2023"",""8"",""6"",""18:00"",""374.3"""
"Juva Partala,""2023"",""8"",""6"",""19:00"",""204.7"""
"Juva Partala,""2023"",""8"",""6"",""20:00"",""132.8"""
"Juva Partala,""2023"",""8"",""6"",""21:00"",""39.8"""
"Juva Partala,""2023"",""8"",""6"",""22:00"",""3.5"""
"Juva Partala,""2023"",""8"",""6"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""7"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""7"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""7"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""7"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""7"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""7"",""05:00"",""0.5"""
"Juva Partala,""2023"",""8"",""7"",""06:00"",""15.4"""
"Juva Partala,""2023"",""8"",""7"",""07:00"",""72.6"""
"Juva Partala,""2023"",""8"",""7"",""08:00"",""136.1"""
"Juva Partala,""2023"",""8"",""7"",""09:00"",""220.9"""
"Juva Partala,""2023"",""8"",""7"",""10:00"",""420.4"""
"Juva Partala,""2023"",""8"",""7"",""11:00"",""573.9"""
"Juva Partala,""2023"",""8"",""7"",""12:00"",""645.6"""
"Juva Partala,""2023"",""8"",""7"",""13:00"",""683.3"""
"Juva Partala,""2023"",""8"",""7"",""14:00"",""680.8"""
"Juva Partala,""2023"",""8"",""7"",""15:00"",""641.5"""
"Juva Partala,""2023"",""8"",""7"",""16:00"",""588.2"""
"Juva Partala,""2023"",""8"",""7"",""17:00"",""496.8"""
"Juva Partala,""2023"",""8"",""7"",""18:00"",""382.7"""
"Juva Partala,""2023"",""8"",""7"",""19:00"",""260.8"""
"Juva Partala,""2023"",""8"",""7"",""20:00"",""139.7"""
"Juva Partala,""2023"",""8"",""7"",""21:00"",""36.8"""
"Juva Partala,""2023"",""8"",""7"",""22:00"",""3.3"""
"Juva Partala,""2023"",""8"",""7"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""8"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""8"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""8"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""8"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""8"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""8"",""05:00"",""1"""
"Juva Partala,""2023"",""8"",""8"",""06:00"",""26.4"""
"Juva Partala,""2023"",""8"",""8"",""07:00"",""115.3"""
"Juva Partala,""2023"",""8"",""8"",""08:00"",""236.9"""
"Juva Partala,""2023"",""8"",""8"",""09:00"",""224.6"""
"Juva Partala,""2023"",""8"",""8"",""10:00"",""352.3"""
"Juva Partala,""2023"",""8"",""8"",""11:00"",""222.6"""
"Juva Partala,""2023"",""8"",""8"",""12:00"",""153.2"""
"Juva Partala,""2023"",""8"",""8"",""13:00"",""316.7"""
"Juva Partala,""2023"",""8"",""8"",""14:00"",""211.5"""
"Juva Partala,""2023"",""8"",""8"",""15:00"",""717.1"""
"Juva Partala,""2023"",""8"",""8"",""16:00"",""454.9"""
"Juva Partala,""2023"",""8"",""8"",""17:00"",""344.1"""
"Juva Partala,""2023"",""8"",""8"",""18:00"",""294.2"""
"Juva Partala,""2023"",""8"",""8"",""19:00"",""240.6"""
"Juva Partala,""2023"",""8"",""8"",""20:00"",""97"""
"Juva Partala,""2023"",""8"",""8"",""21:00"",""38.1"""
"Juva Partala,""2023"",""8"",""8"",""22:00"",""3.1"""
"Juva Partala,""2023"",""8"",""8"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""9"",""00:00"",""0"""
"Juva Partala,""2023"",""8"",""9"",""01:00"",""0"""
"Juva Partala,""2023"",""8"",""9"",""02:00"",""0"""
"Juva Partala,""2023"",""8"",""9"",""03:00"",""0"""
"Juva Partala,""2023"",""8"",""9"",""04:00"",""0"""
"Juva Partala,""2023"",""8"",""9"",""05:00"",""0.7"""
"Juva Partala,""2023"",""8"",""9"",""06:00"",""24.8"""
"Juva Partala,""2023"",""8"",""9"",""07:00"",""53.8"""
"Juva Partala,""2023"",""8"",""9"",""08:00"",""119.3"""
"Juva Partala,""2023"",""8"",""9"",""09:00"",""393.7"""
"Juva Partala,""2023"",""8"",""9"",""10:00"",""364.5"""
"Juva Partala,""2023"",""8"",""9"",""11:00"",""537.7"""
"Juva Partala,""2023"",""8"",""9"",""12:00"",""694"""
"Juva Partala,""2023"",""8"",""9"",""13:00"",""563.9"""
"Juva Partala,""2023"",""8"",""9"",""14:00"",""559.4"""
"Juva Partala,""2023"",""8"",""9"",""15:00"",""470.3"""
"Juva Partala,""2023"",""8"",""9"",""16:00"",""561.5"""
"Juva Partala,""2023"",""8"",""9"",""17:00"",""187.7"""
"Juva Partala,""2023"",""8"",""9"",""18:00"",""191.4"""
"Juva Partala,""2023"",""8"",""9"",""19:00"",""129.7"""
"Juva Partala,""2023"",""8"",""9"",""20:00"",""127"""
"Juva Partala,""2023"",""8"",""9"",""21:00"",""42.1"""
"Juva Partala,""2023"",""8"",""9"",""22:00"",""4.4"""
"Juva Partala,""2023"",""8"",""9"",""23:00"",""0"""
"Juva Partala,""2023"",""8"",""10"",""00:00"",""0"""
